"Servidor","Protocolo","Data_Hora_Inicio","Data_Hora_Fim","Duracao"
"vsrv16","PPTP","2017-01-12 15:22:00","2017-01-12 16:28:00","66"
"vsrv17","PPTP","2017-01-12 16:10:00","2017-01-12 16:33:00","23"
"vsrv16","PPTP","2017-01-12 13:22:00","2017-01-12 16:34:00","192"
"vsrv11","PPTP","2017-01-12 16:33:00","2017-01-12 16:35:00","2"
"vsrv16","SSTP","2017-01-12 14:15:00","2017-01-12 16:35:00","140"
"vsrv17","PPTP","2017-01-12 14:33:00","2017-01-12 16:35:00","122"
"vsrv8","PPTP","2017-01-12 14:53:00","2017-01-12 16:35:00","102"
"vsrv16","SSTP","2017-01-12 15:52:00","2017-01-12 16:35:00","43"
"vsrv16","SSTP","2017-01-12 16:33:00","2017-01-12 16:35:00","2"
"vsrv16","PPTP","2017-01-12 14:52:00","2017-01-12 16:36:00","104"
"vsrv8","PPTP","2017-01-12 15:29:00","2017-01-12 16:36:00","67"
"vsrv8","PPTP","2017-01-12 16:20:00","2017-01-12 16:36:00","16"
"vsrv16","PPTP","2017-01-12 15:20:00","2017-01-12 16:39:00","79"
"vsrv17","SSTP","2017-01-12 15:37:00","2017-01-12 16:39:00","62"
"vsrv8","SSTP","2017-01-12 16:07:00","2017-01-12 16:40:00","33"
"vsrv16","PPTP","2017-01-12 15:34:00","2017-01-12 16:40:00","66"
"vsrv8","PPTP","2017-01-12 16:20:00","2017-01-12 16:40:00","20"
"vsrv8","SSTP","2017-01-12 16:20:00","2017-01-12 16:40:00","20"
"vsrv17","SSTP","2017-01-12 15:53:00","2017-01-12 16:41:00","48"
"vsrv8","PPTP","2017-01-12 15:13:00","2017-01-12 16:41:00","88"
"vsrv16","PPTP","2017-01-12 15:30:00","2017-01-12 16:43:00","73"
"vsrv8","PPTP","2017-01-12 16:41:00","2017-01-12 16:45:00","4"
"vsrv16","OPENVPN_L2","2017-01-12 16:39:00","2017-01-12 16:45:00","6"
"vsrv16","SSTP","2017-01-12 16:45:00","2017-01-12 16:46:00","1"
"vsrv17","PPTP","2017-01-12 16:38:00","2017-01-12 16:51:00","13"
"vsrv16","PPTP","2017-01-12 14:00:00","2017-01-12 16:52:00","172"
"vsrv16","PPTP","2017-01-12 15:56:00","2017-01-12 16:52:00","56"
"vsrv16","SSTP","2017-01-12 16:08:00","2017-01-12 16:53:00","45"
"vsrv16","SSTP","2017-01-12 16:39:00","2017-01-12 16:54:00","15"
"vsrv17","PPTP","2017-01-12 16:54:00","2017-01-12 16:55:00","1"
"vsrv17","PPTP","2017-01-12 16:56:00","2017-01-12 16:57:00","1"
"vsrv8","SSTP","2017-01-12 16:26:00","2017-01-12 16:58:00","32"
"vsrv16","SSTP","2017-01-12 16:40:00","2017-01-12 16:58:00","18"
"vsrv8","SSTP","2017-01-12 16:39:00","2017-01-12 16:58:00","19"
"vsrv16","PPTP","2017-01-12 16:43:00","2017-01-12 17:00:00","17"
"vsrv8","SSTP","2017-01-12 16:58:00","2017-01-12 17:01:00","3"
"vsrv16","PPTP","2017-01-12 16:44:00","2017-01-12 17:01:00","17"
"vsrv8","PPTP","2017-01-12 16:59:00","2017-01-12 17:02:00","3"
"vsrv16","OPENVPN_L2","2017-01-12 16:15:00","2017-01-12 17:03:00","48"
"vsrv17","PPTP","2017-01-12 16:31:00","2017-01-12 17:04:00","33"
"vsrv11","PPTP","2017-01-12 16:22:00","2017-01-12 17:05:00","43"
"vsrv16","PPTP","2017-01-12 16:42:00","2017-01-12 17:06:00","24"
"vsrv8","PPTP","2017-01-12 16:17:00","2017-01-12 17:07:00","50"
"vsrv16","PPTP","2017-01-12 14:40:00","2017-01-12 17:08:00","148"
"vsrv17","PPTP","2017-01-12 17:02:00","2017-01-12 17:08:00","6"
"vsrv8","SSTP","2017-01-12 16:53:00","2017-01-12 17:08:00","15"
"vsrv17","SSTP","2017-01-12 15:38:00","2017-01-12 17:09:00","91"
"vsrv17","PPTP","2017-01-12 17:07:00","2017-01-12 17:09:00","2"
"vsrv8","SSTP","2017-01-12 16:28:00","2017-01-12 17:09:00","41"
"vsrv16","PPTP","2017-01-12 17:00:00","2017-01-12 17:10:00","10"
"vsrv17","PPTP","2017-01-12 17:06:00","2017-01-12 17:10:00","4"
"vsrv16","SSTP","2017-01-12 16:26:00","2017-01-12 17:11:00","45"
"vsrv17","SSTP","2017-01-12 17:11:00","2017-01-12 17:13:00","2"
"vsrv17","PPTP","2017-01-12 15:24:00","2017-01-12 17:14:00","110"
"vsrv16","PPTP","2017-01-12 12:05:00","2017-01-12 17:15:00","310"
"vsrv17","SSTP","2017-01-12 16:52:00","2017-01-12 17:17:00","25"
"vsrv8","SSTP","2017-01-12 17:17:00","2017-01-12 17:17:00","0"
"vsrv8","SSTP","2017-01-12 16:17:00","2017-01-12 17:17:00","60"
"vsrv8","PPTP","2017-01-12 16:17:00","2017-01-12 17:17:00","60"
"vsrv8","PPTP","2017-01-12 09:56:00","2017-01-12 17:19:00","443"
"vsrv8","SSTP","2017-01-12 17:22:00","2017-01-12 17:22:00","0"
"vsrv16","SSTP","2017-01-12 14:43:00","2017-01-12 17:23:00","160"
"vsrv17","PPTP","2017-01-12 14:15:00","2017-01-12 17:23:00","188"
"vsrv8","SSTP","2017-01-12 17:23:00","2017-01-12 17:23:00","0"
"vsrv8","SSTP","2017-01-12 17:23:00","2017-01-12 17:24:00","1"
"vsrv8","SSTP","2017-01-12 17:24:00","2017-01-12 17:24:00","0"
"vsrv17","PPTP","2017-01-12 17:14:00","2017-01-12 17:24:00","10"
"vsrv16","SSTP","2017-01-12 16:17:00","2017-01-12 17:24:00","67"
"vsrv11","PPTP","2017-01-12 17:21:00","2017-01-12 17:24:00","3"
"vsrv17","SSTP","2017-01-12 17:10:00","2017-01-12 17:25:00","15"
"vsrv8","SSTP","2017-01-12 17:09:00","2017-01-12 17:25:00","16"
"vsrv8","SSTP","2017-01-12 14:23:00","2017-01-12 17:25:00","182"
"vsrv16","OPENVPN_L2","2017-01-12 17:04:00","2017-01-12 17:25:00","21"
"vsrv16","SSTP","2017-01-12 17:24:00","2017-01-12 17:26:00","2"
"vsrv8","PPTP","2017-01-12 16:45:00","2017-01-12 17:30:00","45"
"vsrv16","PPTP","2017-01-12 16:05:00","2017-01-12 17:31:00","86"
"vsrv16","PPTP","2017-01-12 14:55:00","2017-01-12 17:31:00","156"
"vsrv11","PPTP","2017-01-12 17:26:00","2017-01-12 17:31:00","5"
"vsrv17","SSTP","2017-01-12 16:11:00","2017-01-12 17:32:00","81"
"vsrv16","PPTP","2017-01-12 17:10:00","2017-01-12 17:33:00","23"
"vsrv8","SSTP","2017-01-12 17:29:00","2017-01-12 17:34:00","5"
"vsrv8","PPTP","2017-01-12 17:24:00","2017-01-12 17:35:00","11"
"vsrv17","PPTP","2017-01-12 13:53:00","2017-01-12 17:35:00","222"
"vsrv17","PPTP","2017-01-12 16:34:00","2017-01-12 17:35:00","61"
"vsrv17","SSTP","2017-01-12 16:45:00","2017-01-12 17:35:00","50"
"vsrv8","PPTP","2017-01-12 17:33:00","2017-01-12 17:35:00","2"
"vsrv8","SSTP","2017-01-12 16:29:00","2017-01-12 17:35:00","66"
"vsrv17","PPTP","2017-01-12 16:57:00","2017-01-12 17:36:00","39"
"vsrv17","SSTP","2017-01-12 17:03:00","2017-01-12 17:37:00","34"
"vsrv17","PPTP","2017-01-12 17:02:00","2017-01-12 17:37:00","35"
"vsrv8","PPTP","2017-01-12 17:14:00","2017-01-12 17:38:00","24"
"vsrv8","PPTP","2017-01-12 14:50:00","2017-01-12 17:38:00","168"
"vsrv16","PPTP","2017-01-12 16:38:00","2017-01-12 17:39:00","61"
"vsrv8","SSTP","2017-01-12 14:30:00","2017-01-12 17:39:00","189"
"vsrv16","SSTP","2017-01-12 17:35:00","2017-01-12 17:39:00","4"
"vsrv17","SSTP","2017-01-12 13:53:00","2017-01-12 17:40:00","227"
"vsrv16","PPTP","2017-01-12 17:28:00","2017-01-12 17:40:00","12"
"vsrv8","SSTP","2017-01-12 15:42:00","2017-01-12 17:42:00","120"
"vsrv17","PPTP","2017-01-12 11:10:00","2017-01-12 17:43:00","393"
"vsrv17","SSTP","2017-01-12 16:08:00","2017-01-12 17:44:00","96"
"vsrv16","PPTP","2017-01-12 15:48:00","2017-01-12 17:44:00","116"
"vsrv16","PPTP","2017-01-12 17:42:00","2017-01-12 17:45:00","3"
"vsrv16","PPTP","2017-01-12 17:39:00","2017-01-12 17:45:00","6"
"vsrv17","SSTP","2017-01-12 17:16:00","2017-01-12 17:45:00","29"
"vsrv17","SSTP","2017-01-12 17:39:00","2017-01-12 17:46:00","7"
"vsrv8","PPTP","2017-01-12 17:46:00","2017-01-12 17:47:00","1"
"vsrv17","SSTP","2017-01-12 17:26:00","2017-01-12 17:48:00","22"
"vsrv16","PPTP","2017-01-12 16:21:00","2017-01-12 17:50:00","89"
"vsrv17","PPTP","2017-01-12 17:38:00","2017-01-12 17:51:00","13"
"vsrv8","SSTP","2017-01-12 17:52:00","2017-01-12 17:52:00","0"
"vsrv8","SSTP","2017-01-12 17:17:00","2017-01-12 17:53:00","36"
"vsrv16","SSTP","2017-01-12 11:49:00","2017-01-12 17:53:00","364"
"vsrv17","PPTP","2017-01-12 16:30:00","2017-01-12 17:55:00","85"
"vsrv17","PPTP","2017-01-12 17:43:00","2017-01-12 17:57:00","14"
"vsrv17","SSTP","2017-01-12 17:55:00","2017-01-12 17:57:00","2"
"vsrv8","PPTP","2017-01-12 13:22:00","2017-01-12 17:58:00","276"
"vsrv17","PPTP","2017-01-12 16:41:00","2017-01-12 17:59:00","78"
"vsrv17","PPTP","2017-01-12 16:33:00","2017-01-12 18:00:00","87"
"vsrv16","SSTP","2017-01-12 16:41:00","2017-01-12 18:00:00","79"
"vsrv16","PPTP","2017-01-12 14:47:00","2017-01-12 18:02:00","195"
"vsrv8","SSTP","2017-01-12 16:26:00","2017-01-12 18:02:00","96"
"vsrv8","PPTP","2017-01-12 15:36:00","2017-01-12 18:02:00","146"
"vsrv8","PPTP","2017-01-12 11:17:00","2017-01-12 18:03:00","406"
"vsrv17","SSTP","2017-01-12 17:46:00","2017-01-12 18:03:00","17"
"vsrv16","SSTP","2017-01-12 16:43:00","2017-01-12 18:03:00","80"
"vsrv16","SSTP","2017-01-12 16:59:00","2017-01-12 18:03:00","64"
"vsrv16","PPTP","2017-01-12 14:59:00","2017-01-12 18:04:00","185"
"vsrv8","SSTP","2017-01-12 15:12:00","2017-01-12 18:04:00","172"
"vsrv17","SSTP","2017-01-12 18:02:00","2017-01-12 18:04:00","2"
"vsrv17","PPTP","2017-01-12 16:30:00","2017-01-12 18:04:00","94"
"vsrv17","PPTP","2017-01-12 17:46:00","2017-01-12 18:05:00","19"
"vsrv16","SSTP","2017-01-12 18:01:00","2017-01-12 18:05:00","4"
"vsrv8","PPTP","2017-01-12 17:45:00","2017-01-12 18:05:00","20"
"vsrv17","SSTP","2017-01-12 11:19:00","2017-01-12 18:06:00","407"
"vsrv17","PPTP","2017-01-12 16:08:00","2017-01-12 18:07:00","119"
"vsrv16","PPTP","2017-01-12 16:52:00","2017-01-12 18:09:00","77"
"vsrv8","SSTP","2017-01-12 18:03:00","2017-01-12 18:09:00","6"
"vsrv8","PPTP","2017-01-12 17:00:00","2017-01-12 18:09:00","69"
"vsrv8","PPTP","2017-01-12 16:48:00","2017-01-12 18:11:00","83"
"vsrv17","PPTP","2017-01-12 15:02:00","2017-01-12 18:11:00","189"
"vsrv17","PPTP","2017-01-12 16:15:00","2017-01-12 18:12:00","117"
"vsrv16","PPTP","2017-01-12 13:34:00","2017-01-12 18:12:00","278"
"vsrv16","PPTP","2017-01-12 16:42:00","2017-01-12 18:13:00","91"
"vsrv16","PPTP","2017-01-12 15:38:00","2017-01-12 18:15:00","157"
"vsrv17","PPTP","2017-01-12 16:43:00","2017-01-12 18:16:00","93"
"vsrv8","PPTP","2017-01-12 15:53:00","2017-01-12 18:16:00","143"
"vsrv8","SSTP","2017-01-12 15:48:00","2017-01-12 18:19:00","151"
"vsrv16","SSTP","2017-01-12 14:45:00","2017-01-12 18:19:00","214"
"vsrv16","PPTP","2017-01-12 17:34:00","2017-01-12 18:19:00","45"
"vsrv8","SSTP","2017-01-12 18:18:00","2017-01-12 18:19:00","1"
"vsrv8","PPTP","2017-01-12 16:03:00","2017-01-12 18:19:00","136"
"vsrv8","PPTP","2017-01-12 18:03:00","2017-01-12 18:20:00","17"
"vsrv17","PPTP","2017-01-12 17:06:00","2017-01-12 18:20:00","74"
"vsrv17","SSTP","2017-01-12 13:40:00","2017-01-12 18:20:00","280"
"vsrv17","PPTP","2017-01-12 15:49:00","2017-01-12 18:21:00","152"
"vsrv17","PPTP","2017-01-12 18:17:00","2017-01-12 18:21:00","4"
"vsrv16","PPTP","2017-01-12 14:50:00","2017-01-12 18:21:00","211"
"vsrv8","PPTP","2017-01-12 18:05:00","2017-01-12 18:22:00","17"
"vsrv16","SSTP","2017-01-12 17:52:00","2017-01-12 18:23:00","31"
"vsrv8","PPTP","2017-01-12 14:25:00","2017-01-12 18:24:00","239"
"vsrv16","PPTP","2017-01-12 17:27:00","2017-01-12 18:25:00","58"
"vsrv8","PPTP","2017-01-12 17:52:00","2017-01-12 18:26:00","34"
"vsrv17","PPTP","2017-01-12 18:26:00","2017-01-12 18:27:00","1"
"vsrv17","PPTP","2017-01-12 18:15:00","2017-01-12 18:28:00","13"
"vsrv8","PPTP","2017-01-12 18:24:00","2017-01-12 18:30:00","6"
"vsrv17","PPTP","2017-01-12 18:22:00","2017-01-12 18:32:00","10"
"vsrv17","PPTP","2017-01-12 18:29:00","2017-01-12 18:32:00","3"
"vsrv16","PPTP","2017-01-12 18:31:00","2017-01-12 18:34:00","3"
"vsrv8","PPTP","2017-01-12 18:31:00","2017-01-12 18:34:00","3"
"vsrv17","PPTP","2017-01-12 18:34:00","2017-01-12 18:36:00","2"
"vsrv8","PPTP","2017-01-12 17:35:00","2017-01-12 18:36:00","61"
"vsrv16","SSTP","2017-01-12 18:34:00","2017-01-12 18:38:00","4"
"vsrv8","SSTP","2017-01-12 18:36:00","2017-01-12 18:40:00","4"
"vsrv17","PPTP","2017-01-12 18:41:00","2017-01-12 18:44:00","3"
"vsrv8","PPTP","2017-01-12 18:32:00","2017-01-12 18:46:00","14"
"vsrv8","PPTP","2017-01-12 18:46:00","2017-01-12 18:47:00","1"
"vsrv8","SSTP","2017-01-12 16:18:00","2017-01-12 18:48:00","150"
"vsrv16","SSTP","2017-01-12 18:24:00","2017-01-12 18:53:00","29"
"vsrv16","PPTP","2017-01-12 13:41:00","2017-01-12 18:54:00","313"
"vsrv8","PPTP","2017-01-12 11:43:00","2017-01-12 18:54:00","431"
"vsrv16","PPTP","2017-01-12 17:15:00","2017-01-12 18:54:00","99"
"vsrv16","PPTP","2017-01-12 15:33:00","2017-01-12 18:55:00","202"
"vsrv8","SSTP","2017-01-12 18:37:00","2017-01-12 18:56:00","19"
"vsrv17","SSTP","2017-01-12 18:25:00","2017-01-12 18:56:00","31"
"vsrv16","SSTP","2017-01-12 16:46:00","2017-01-12 18:58:00","132"
"vsrv8","SSTP","2017-01-12 14:55:00","2017-01-12 19:01:00","246"
"vsrv8","SSTP","2017-01-12 17:19:00","2017-01-12 19:01:00","102"
"vsrv8","SSTP","2017-01-12 18:56:00","2017-01-12 19:02:00","6"
"vsrv16","PPTP","2017-01-12 18:54:00","2017-01-12 19:02:00","8"
"vsrv16","SSTP","2017-01-12 18:24:00","2017-01-12 19:02:00","38"
"vsrv17","PPTP","2017-01-12 15:22:00","2017-01-12 19:04:00","222"
"vsrv16","SSTP","2017-01-12 18:26:00","2017-01-12 19:04:00","38"
"vsrv16","PPTP","2017-01-12 17:41:00","2017-01-12 19:05:00","84"
"vsrv8","SSTP","2017-01-12 18:20:00","2017-01-12 19:05:00","45"
"vsrv8","SSTP","2017-01-12 19:06:00","2017-01-12 19:06:00","0"
"vsrv8","PPTP","2017-01-12 17:35:00","2017-01-12 19:08:00","93"
"vsrv8","SSTP","2017-01-12 19:06:00","2017-01-12 19:08:00","2"
"vsrv8","PPTP","2017-01-12 18:58:00","2017-01-12 19:08:00","10"
"vsrv17","SSTP","2017-01-12 19:08:00","2017-01-12 19:11:00","3"
"vsrv17","SSTP","2017-01-12 17:24:00","2017-01-12 19:13:00","109"
"vsrv17","SSTP","2017-01-12 18:52:00","2017-01-12 19:13:00","21"
"vsrv8","SSTP","2017-01-12 19:13:00","2017-01-12 19:13:00","0"
"vsrv17","SSTP","2017-01-12 18:05:00","2017-01-12 19:15:00","70"
"vsrv16","PPTP","2017-01-12 17:10:00","2017-01-12 19:15:00","125"
"vsrv17","PPTP","2017-01-12 18:39:00","2017-01-12 19:17:00","38"
"vsrv17","SSTP","2017-01-12 18:16:00","2017-01-12 19:17:00","61"
"vsrv17","SSTP","2017-01-12 19:17:00","2017-01-12 19:17:00","0"
"vsrv17","SSTP","2017-01-12 19:11:00","2017-01-12 19:17:00","6"
"vsrv17","SOFTETHER","2017-01-12 18:42:00","2017-01-12 19:17:00","35"
"vsrv17","SSTP","2017-01-12 17:13:00","2017-01-12 19:17:00","124"
"vsrv8","PPTP","2017-01-12 18:58:00","2017-01-12 19:18:00","20"
"vsrv8","SSTP","2017-01-12 19:05:00","2017-01-12 19:18:00","13"
"vsrv8","SSTP","2017-01-12 19:03:00","2017-01-12 19:18:00","15"
"vsrv17","SSTP","2017-01-12 19:17:00","2017-01-12 19:18:00","1"
"vsrv17","SSTP","2017-01-12 19:06:00","2017-01-12 19:18:00","12"
"vsrv8","SSTP","2017-01-12 19:18:00","2017-01-12 19:19:00","1"
"vsrv17","SSTP","2017-01-12 18:06:00","2017-01-12 19:19:00","73"
"vsrv8","SSTP","2017-01-12 19:19:00","2017-01-12 19:19:00","0"
"vsrv8","SSTP","2017-01-12 19:19:00","2017-01-12 19:19:00","0"
"vsrv17","SSTP","2017-01-12 19:18:00","2017-01-12 19:20:00","2"
"vsrv17","PPTP","2017-01-12 18:59:00","2017-01-12 19:20:00","21"
"vsrv17","SSTP","2017-01-12 14:49:00","2017-01-12 19:21:00","272"
"vsrv17","SSTP","2017-01-12 19:21:00","2017-01-12 19:21:00","0"
"vsrv17","SSTP","2017-01-12 19:20:00","2017-01-12 19:22:00","2"
"vsrv17","PPTP","2017-01-12 18:56:00","2017-01-12 19:22:00","26"
"vsrv8","SSTP","2017-01-12 19:19:00","2017-01-12 19:24:00","5"
"vsrv17","SSTP","2017-01-12 19:24:00","2017-01-12 19:24:00","0"
"vsrv17","SOFTETHER","2017-01-12 19:12:00","2017-01-12 19:25:00","13"
"vsrv17","SSTP","2017-01-12 19:24:00","2017-01-12 19:25:00","1"
"vsrv16","PPTP","2017-01-12 19:03:00","2017-01-12 19:26:00","23"
"vsrv17","PPTP","2017-01-12 17:30:00","2017-01-12 19:26:00","116"
"vsrv8","PPTP","2017-01-12 17:43:00","2017-01-12 19:27:00","104"
"vsrv16","SSTP","2017-01-12 19:27:00","2017-01-12 19:28:00","1"
"vsrv16","SSTP","2017-01-12 19:26:00","2017-01-12 19:28:00","2"
"vsrv17","PPTP","2017-01-12 17:39:00","2017-01-12 19:29:00","110"
"vsrv8","SSTP","2017-01-12 13:54:00","2017-01-12 19:29:00","335"
"vsrv17","SSTP","2017-01-12 19:20:00","2017-01-12 19:29:00","9"
"vsrv16","PPTP","2017-01-12 18:59:00","2017-01-12 19:30:00","31"
"vsrv16","SSTP","2017-01-12 18:46:00","2017-01-12 19:31:00","45"
"vsrv16","SSTP","2017-01-12 19:11:00","2017-01-12 19:32:00","21"
"vsrv16","SSTP","2017-01-12 19:18:00","2017-01-12 19:33:00","15"
"vsrv16","SSTP","2017-01-12 17:36:00","2017-01-12 19:34:00","118"
"vsrv16","PPTP","2017-01-12 16:07:00","2017-01-12 19:34:00","207"
"vsrv8","SSTP","2017-01-12 17:52:00","2017-01-12 19:34:00","102"
"vsrv17","PPTP","2017-01-12 19:03:00","2017-01-12 19:38:00","35"
"vsrv8","SSTP","2017-01-12 18:34:00","2017-01-12 19:39:00","65"
"vsrv16","PPTP","2017-01-12 18:36:00","2017-01-12 19:39:00","63"
"vsrv16","PPTP","2017-01-12 13:34:00","2017-01-12 19:40:00","366"
"vsrv16","SSTP","2017-01-12 19:24:00","2017-01-12 19:40:00","16"
"vsrv8","OPENVPN_L2","2017-01-12 17:08:00","2017-01-12 19:40:00","152"
"vsrv8","SSTP","2017-01-12 19:15:00","2017-01-12 19:41:00","26"
"vsrv16","SSTP","2017-01-12 19:35:00","2017-01-12 19:42:00","7"
"vsrv17","SSTP","2017-01-12 19:35:00","2017-01-12 19:46:00","11"
"vsrv16","SSTP","2017-01-12 18:24:00","2017-01-12 19:46:00","82"
"vsrv16","PPTP","2017-01-12 16:16:00","2017-01-12 19:47:00","211"
"vsrv8","PPTP","2017-01-12 17:48:00","2017-01-12 19:49:00","121"
"vsrv8","PPTP","2017-01-12 18:34:00","2017-01-12 19:49:00","75"
"vsrv8","PPTP","2017-01-12 19:41:00","2017-01-12 19:49:00","8"
"vsrv16","SSTP","2017-01-12 19:18:00","2017-01-12 19:50:00","32"
"vsrv16","SSTP","2017-01-12 19:28:00","2017-01-12 19:51:00","23"
"vsrv16","SSTP","2017-01-12 19:40:00","2017-01-12 19:55:00","15"
"vsrv17","PPTP","2017-01-12 18:08:00","2017-01-12 19:56:00","108"
"vsrv16","PPTP","2017-01-12 17:05:00","2017-01-12 19:57:00","172"
"vsrv16","PPTP","2017-01-12 18:43:00","2017-01-12 19:58:00","75"
"vsrv11","PPTP","2017-01-12 19:43:00","2017-01-12 20:00:00","17"
"vsrv16","PPTP","2017-01-12 19:39:00","2017-01-12 20:01:00","22"
"vsrv16","PPTP","2017-01-12 20:01:00","2017-01-12 20:02:00","1"
"vsrv8","SSTP","2017-01-12 19:12:00","2017-01-12 20:02:00","50"
"vsrv8","SSTP","2017-01-12 20:01:00","2017-01-12 20:02:00","1"
"vsrv11","PPTP","2017-01-12 18:12:00","2017-01-12 20:02:00","110"
"vsrv17","SSTP","2017-01-12 20:05:00","2017-01-12 20:05:00","0"
"vsrv16","SSTP","2017-01-12 20:02:00","2017-01-12 20:05:00","3"
"vsrv8","SSTP","2017-01-12 18:54:00","2017-01-12 20:05:00","71"
"vsrv8","PPTP","2017-01-12 18:29:00","2017-01-12 20:05:00","96"
"vsrv8","PPTP","2017-01-12 18:26:00","2017-01-12 20:06:00","100"
"vsrv8","SSTP","2017-01-12 17:19:00","2017-01-12 20:06:00","167"
"vsrv16","PPTP","2017-01-12 18:35:00","2017-01-12 20:09:00","94"
"vsrv8","SSTP","2017-01-12 20:10:00","2017-01-12 20:12:00","2"
"vsrv8","SSTP","2017-01-12 20:12:00","2017-01-12 20:15:00","3"
"vsrv8","PPTP","2017-01-12 20:10:00","2017-01-12 20:17:00","7"
"vsrv8","SSTP","2017-01-12 20:01:00","2017-01-12 20:17:00","16"
"vsrv17","PPTP","2017-01-12 16:58:00","2017-01-12 20:17:00","199"
"vsrv16","SSTP","2017-01-12 19:20:00","2017-01-12 20:18:00","58"
"vsrv8","SSTP","2017-01-12 19:39:00","2017-01-12 20:19:00","40"
"vsrv8","PPTP","2017-01-12 16:43:00","2017-01-12 20:20:00","217"
"vsrv16","SSTP","2017-01-12 18:38:00","2017-01-12 20:20:00","102"
"vsrv8","PPTP","2017-01-12 19:32:00","2017-01-12 20:21:00","49"
"vsrv17","SSTP","2017-01-12 19:21:00","2017-01-12 20:22:00","61"
"vsrv17","PPTP","2017-01-12 19:52:00","2017-01-12 20:25:00","33"
"vsrv17","PPTP","2017-01-12 17:36:00","2017-01-12 20:27:00","171"
"vsrv8","SSTP","2017-01-12 20:24:00","2017-01-12 20:27:00","3"
"vsrv16","PPTP","2017-01-12 16:37:00","2017-01-12 20:27:00","230"
"vsrv17","SSTP","2017-01-12 19:01:00","2017-01-12 20:27:00","86"
"vsrv8","PPTP","2017-01-12 19:01:00","2017-01-12 20:28:00","87"
"vsrv17","PPTP","2017-01-12 18:28:00","2017-01-12 20:28:00","120"
"vsrv17","PPTP","2017-01-12 19:11:00","2017-01-12 20:28:00","77"
"vsrv16","SSTP","2017-01-12 20:22:00","2017-01-12 20:28:00","6"
"vsrv8","PPTP","2017-01-12 18:33:00","2017-01-12 20:29:00","116"
"vsrv16","SSTP","2017-01-12 19:16:00","2017-01-12 20:29:00","73"
"vsrv8","PPTP","2017-01-12 19:28:00","2017-01-12 20:30:00","62"
"vsrv17","SSTP","2017-01-12 18:39:00","2017-01-12 20:30:00","111"
"vsrv17","PPTP","2017-01-12 18:31:00","2017-01-12 20:31:00","120"
"vsrv8","SSTP","2017-01-12 15:34:00","2017-01-12 20:31:00","297"
"vsrv16","PPTP","2017-01-12 19:22:00","2017-01-12 20:32:00","70"
"vsrv16","PPTP","2017-01-12 18:07:00","2017-01-12 20:33:00","146"
"vsrv16","SSTP","2017-01-12 15:32:00","2017-01-12 20:33:00","301"
"vsrv16","SSTP","2017-01-12 20:14:00","2017-01-12 20:34:00","20"
"vsrv16","SSTP","2017-01-12 19:54:00","2017-01-12 20:36:00","42"
"vsrv16","SSTP","2017-01-12 11:26:00","2017-01-12 20:36:00","550"
"vsrv8","SSTP","2017-01-12 20:34:00","2017-01-12 20:36:00","2"
"vsrv8","PPTP","2017-01-12 20:04:00","2017-01-12 20:37:00","33"
"vsrv8","PPTP","2017-01-12 19:45:00","2017-01-12 20:37:00","52"
"vsrv8","SSTP","2017-01-12 20:29:00","2017-01-12 20:37:00","8"
"vsrv16","SSTP","2017-01-12 16:34:00","2017-01-12 20:37:00","243"
"vsrv8","PPTP","2017-01-12 18:25:00","2017-01-12 20:40:00","135"
"vsrv8","SOFTETHER","2017-01-12 19:34:00","2017-01-12 20:42:00","68"
"vsrv17","SSTP","2017-01-12 19:51:00","2017-01-12 20:43:00","52"
"vsrv16","SSTP","2017-01-12 20:40:00","2017-01-12 20:43:00","3"
"vsrv16","SSTP","2017-01-12 19:42:00","2017-01-12 20:44:00","62"
"vsrv17","SSTP","2017-01-12 20:39:00","2017-01-12 20:45:00","6"
"vsrv17","SSTP","2017-01-12 20:44:00","2017-01-12 20:45:00","1"
"vsrv16","SSTP","2017-01-12 20:35:00","2017-01-12 20:46:00","11"
"vsrv16","SSTP","2017-01-12 17:05:00","2017-01-12 20:46:00","221"
"vsrv16","OPENVPN_L2","2017-01-12 19:16:00","2017-01-12 20:47:00","91"
"vsrv16","PPTP","2017-01-12 19:17:00","2017-01-12 20:50:00","93"
"vsrv17","SSTP","2017-01-12 20:50:00","2017-01-12 20:50:00","0"
"vsrv8","SSTP","2017-01-12 18:55:00","2017-01-12 20:51:00","116"
"vsrv8","PPTP","2017-01-12 20:10:00","2017-01-12 20:52:00","42"
"vsrv17","OPENVPN_L2","2017-01-12 20:40:00","2017-01-12 20:52:00","12"
"vsrv11","SOFTETHER","2017-01-12 20:45:00","2017-01-12 20:54:00","9"
"vsrv17","SSTP","2017-01-12 20:59:00","2017-01-12 21:00:00","1"
"vsrv17","PPTP","2017-01-12 20:47:00","2017-01-12 21:01:00","14"
"vsrv17","SSTP","2017-01-12 20:59:00","2017-01-12 21:03:00","4"
"vsrv17","PPTP","2017-01-12 18:41:00","2017-01-12 21:06:00","145"
"vsrv17","PPTP","2017-01-12 20:41:00","2017-01-12 21:08:00","27"
"vsrv8","SSTP","2017-01-12 21:06:00","2017-01-12 21:09:00","3"
"vsrv17","PPTP","2017-01-12 19:40:00","2017-01-12 21:11:00","91"
"vsrv8","PPTP","2017-01-12 19:37:00","2017-01-12 21:12:00","95"
"vsrv16","PPTP","2017-01-12 19:22:00","2017-01-12 21:13:00","111"
