Servidor, Protocolo, Data_Hora_Ini, Data_Hora_End, Duracao
"vsrv17","SSTP","2017-01-03 09:58:00","2017-01-03 12:28:00",150
"vsrv17","PPTP","2017-01-03 10:28:00","2017-01-03 12:29:00",121
"vsrv8","SSTP","2017-01-03 11:05:00","2017-01-03 12:29:00",84
"vsrv17","SSTP","2017-01-03 10:16:00","2017-01-03 12:31:00",135
"vsrv17","PPTP","2017-01-03 12:22:00","2017-01-03 12:32:00",10
"vsrv8","SSTP","2017-01-02 15:47:00","2017-01-03 12:32:00",1245
"vsrv8","SSTP","2017-01-03 12:14:00","2017-01-03 12:34:00",20
"vsrv16","PPTP","2017-01-03 12:32:00","2017-01-03 12:40:00",8
"vsrv8","SSTP","2017-01-03 12:27:00","2017-01-03 12:41:00",14
"vsrv11","SOFTETHER","2017-01-03 08:46:00","2017-01-03 12:42:00",236
"vsrv8","SSTP","2017-01-03 09:54:00","2017-01-03 12:44:00",170
"vsrv8","PPTP","2017-01-03 12:33:00","2017-01-03 12:46:00",13
"vsrv16","PPTP","2017-01-03 12:43:00","2017-01-03 12:49:00",6
"vsrv16","PPTP","2017-01-03 11:12:00","2017-01-03 12:50:00",98
"vsrv17","PPTP","2017-01-03 11:46:00","2017-01-03 12:51:00",65
"vsrv17","SSTP","2017-01-03 11:29:00","2017-01-03 12:51:00",82
"vsrv8","SSTP","2017-01-03 11:41:00","2017-01-03 12:52:00",71
"vsrv8","PPTP","2017-01-03 10:24:00","2017-01-03 12:52:00",148
"vsrv8","SSTP","2017-01-03 12:25:00","2017-01-03 12:53:00",28
"vsrv17","PPTP","2017-01-03 09:14:00","2017-01-03 12:53:00",219
"vsrv8","PPTP","2017-01-03 10:39:00","2017-01-03 12:54:00",135
"vsrv8","SSTP","2017-01-03 10:48:00","2017-01-03 12:54:00",126
"vsrv17","SSTP","2017-01-03 12:04:00","2017-01-03 12:56:00",52
"vsrv17","SSTP","2017-01-03 11:57:00","2017-01-03 12:57:00",60
"vsrv17","PPTP","2017-01-03 12:18:00","2017-01-03 12:58:00",40
"vsrv8","PPTP","2017-01-03 08:34:00","2017-01-03 12:58:00",264
"vsrv16","PPTP","2017-01-03 11:37:00","2017-01-03 13:00:00",83
"vsrv8","SSTP","2017-01-03 10:34:00","2017-01-03 13:00:00",146
"vsrv8","OPENVPN_L2","2017-01-03 12:12:00","2017-01-03 13:04:00",52
"vsrv17","SSTP","2017-01-03 10:39:00","2017-01-03 13:05:00",146
"vsrv8","PPTP","2017-01-03 11:20:00","2017-01-03 13:08:00",108
"vsrv8","PPTP","2017-01-03 11:57:00","2017-01-03 13:08:00",71
"vsrv8","PPTP","2017-01-03 13:36:00","2017-01-03 13:36:00",0
"vsrv8","PPTP","2017-01-03 13:36:00","2017-01-03 13:36:00",0
"vsrv8","PPTP","2017-01-03 13:36:00","2017-01-03 13:37:00",1
"vsrv17","PPTP","2017-01-03 13:40:00","2017-01-03 13:40:00",0
"vsrv16","PPTP","2017-01-03 13:41:00","2017-01-03 13:41:00",0
"vsrv8","SSTP","2017-01-03 13:24:00","2017-01-03 13:42:00",18
"vsrv16","PPTP","2017-01-03 13:37:00","2017-01-03 13:48:00",11
"vsrv16","PPTP","2017-01-03 13:52:00","2017-01-03 13:52:00",0
"vsrv16","SSTP","2017-01-03 13:55:00","2017-01-03 13:55:00",0
"vsrv17","SSTP","2017-01-03 13:57:00","2017-01-03 13:57:00",0
"vsrv8","SSTP","2017-01-03 13:59:00","2017-01-03 13:59:00",0
"vsrv17","SSTP","2017-01-03 13:59:00","2017-01-03 13:59:00",0
"vsrv17","SSTP","2017-01-03 13:59:00","2017-01-03 14:00:00",1
"vsrv16","SSTP","2017-01-03 13:59:00","2017-01-03 14:03:00",4
"vsrv16","SSTP","2017-01-03 14:04:00","2017-01-03 14:04:00",0
"vsrv16","SSTP","2017-01-03 14:05:00","2017-01-03 14:05:00",0
"vsrv17","SSTP","2017-01-03 14:07:00","2017-01-03 14:07:00",0
"vsrv17","SSTP","2017-01-03 14:10:00","2017-01-03 14:10:00",0
"vsrv17","SSTP","2017-01-03 14:12:00","2017-01-03 14:12:00",0
"vsrv17","PPTP","2017-01-03 13:04:00","2017-01-03 14:12:00",68
"vsrv17","SSTP","2017-01-03 14:13:00","2017-01-03 14:13:00",0
"vsrv17","SSTP","2017-01-03 14:14:00","2017-01-03 14:14:00",0
"vsrv16","SSTP","2017-01-03 14:15:00","2017-01-03 14:15:00",0
"vsrv16","SSTP","2017-01-03 14:17:00","2017-01-03 14:17:00",0
"vsrv16","SSTP","2017-01-03 14:17:00","2017-01-03 14:17:00",0
"vsrv16","SSTP","2017-01-03 14:17:00","2017-01-03 14:17:00",0
"vsrv16","SSTP","2017-01-03 14:20:00","2017-01-03 14:20:00",0
"vsrv8","PPTP","2017-01-03 14:20:00","2017-01-03 14:21:00",1
"vsrv17","SSTP","2017-01-03 14:21:00","2017-01-03 14:21:00",0
"vsrv17","SSTP","2017-01-03 14:21:00","2017-01-03 14:21:00",0
"vsrv16","PPTP","2017-01-03 14:24:00","2017-01-03 14:24:00",0
"vsrv17","SSTP","2017-01-03 14:25:00","2017-01-03 14:25:00",0
"vsrv8","SSTP","2017-01-03 14:27:00","2017-01-03 14:27:00",0
"vsrv16","PPTP","2017-01-03 14:27:00","2017-01-03 14:27:00",0
"vsrv17","SSTP","2017-01-03 14:28:00","2017-01-03 14:28:00",0
"vsrv17","PPTP","2017-01-03 14:29:00","2017-01-03 14:30:00",1
"vsrv16","SSTP","2017-01-03 14:30:00","2017-01-03 14:30:00",0
"vsrv8","SSTP","2017-01-03 14:31:00","2017-01-03 14:31:00",0
"vsrv17","SSTP","2017-01-03 14:32:00","2017-01-03 14:32:00",0
"vsrv16","SSTP","2017-01-03 14:07:00","2017-01-03 14:32:00",25
"vsrv16","PPTP","2017-01-03 14:32:00","2017-01-03 14:32:00",0
"vsrv17","SSTP","2017-01-03 14:32:00","2017-01-03 14:32:00",0
"vsrv17","SSTP","2017-01-03 14:32:00","2017-01-03 14:32:00",0
"vsrv17","SSTP","2017-01-03 14:32:00","2017-01-03 14:32:00",0
"vsrv11","SOFTETHER","2017-01-03 09:47:00","2017-01-03 14:32:00",285
"vsrv17","SSTP","2017-01-03 14:34:00","2017-01-03 14:34:00",0
"vsrv16","SSTP","2017-01-03 14:35:00","2017-01-03 14:35:00",0
"vsrv16","SSTP","2017-01-03 14:35:00","2017-01-03 14:35:00",0
"vsrv8","SSTP","2017-01-03 14:35:00","2017-01-03 14:36:00",1
"vsrv16","SSTP","2017-01-03 14:36:00","2017-01-03 14:36:00",0
"vsrv16","SSTP","2017-01-03 14:36:00","2017-01-03 14:36:00",0
"vsrv16","SSTP","2017-01-03 14:37:00","2017-01-03 14:37:00",0
"vsrv16","PPTP","2017-01-03 14:37:00","2017-01-03 14:37:00",0
"vsrv8","SSTP","2017-01-03 14:40:00","2017-01-03 14:40:00",0
"vsrv16","PPTP","2017-01-03 14:02:00","2017-01-03 14:41:00",39
"vsrv17","SSTP","2017-01-03 14:41:00","2017-01-03 14:41:00",0
"vsrv17","SSTP","2017-01-03 14:41:00","2017-01-03 14:41:00",0
"vsrv16","PPTP","2017-01-03 13:57:00","2017-01-03 14:41:00",44
"vsrv16","PPTP","2017-01-03 14:41:00","2017-01-03 14:41:00",0
"vsrv16","PPTP","2017-01-03 14:42:00","2017-01-03 14:42:00",0
"vsrv17","PPTP","2017-01-03 13:51:00","2017-01-03 14:43:00",52
"vsrv17","SSTP","2017-01-03 14:45:00","2017-01-03 14:45:00",0
"vsrv17","SSTP","2017-01-03 14:45:00","2017-01-03 14:45:00",0
"vsrv17","SSTP","2017-01-03 14:40:00","2017-01-03 14:46:00",6
"vsrv16","PPTP","2017-01-03 14:37:00","2017-01-03 14:46:00",9
"vsrv17","SSTP","2017-01-03 14:47:00","2017-01-03 14:47:00",0
"vsrv16","PPTP","2017-01-03 14:05:00","2017-01-03 14:47:00",42
"vsrv8","SSTP","2017-01-03 14:50:00","2017-01-03 14:50:00",0
"vsrv8","SSTP","2017-01-03 14:50:00","2017-01-03 14:50:00",0
"vsrv8","SSTP","2017-01-03 14:50:00","2017-01-03 14:50:00",0
"vsrv17","SSTP","2017-01-03 14:00:00","2017-01-03 14:51:00",51
"vsrv17","PPTP","2017-01-03 14:52:00","2017-01-03 14:52:00",0
"vsrv8","SSTP","2017-01-03 14:54:00","2017-01-03 14:54:00",0
"vsrv8","SSTP","2017-01-03 14:54:00","2017-01-03 14:54:00",0
"vsrv16","PPTP","2017-01-03 14:55:00","2017-01-03 14:55:00",0
"vsrv17","SSTP","2017-01-03 14:09:00","2017-01-03 14:56:00",47
"vsrv16","PPTP","2017-01-03 14:59:00","2017-01-03 15:01:00",2
"vsrv16","OPENVPN_L2","2017-01-03 15:03:00","2017-01-03 15:03:00",0
"vsrv16","OPENVPN_L2","2017-01-03 15:03:00","2017-01-03 15:04:00",1
"vsrv16","SSTP","2017-01-03 13:56:00","2017-01-03 15:06:00",70
"vsrv16","SSTP","2017-01-03 15:09:00","2017-01-03 15:15:00",6
"vsrv16","SSTP","2017-01-03 15:08:00","2017-01-03 15:15:00",7
"vsrv8","SSTP","2017-01-03 15:16:00","2017-01-03 15:20:00",4
"vsrv16","PPTP","2017-01-03 15:08:00","2017-01-03 15:21:00",13
"vsrv17","PPTP","2017-01-03 13:30:00","2017-01-03 15:22:00",112
"vsrv16","OPENVPN_L2","2017-01-03 15:10:00","2017-01-03 15:23:00",13
"vsrv8","SSTP","2017-01-03 14:59:00","2017-01-03 15:24:00",25
"vsrv8","PPTP","2017-01-03 15:07:00","2017-01-03 15:25:00",18
"vsrv17","SSTP","2017-01-03 15:20:00","2017-01-03 15:26:00",6
"vsrv8","PPTP","2017-01-03 15:25:00","2017-01-03 15:27:00",2
"vsrv17","SSTP","2017-01-03 14:15:00","2017-01-03 15:27:00",72
"vsrv8","PPTP","2017-01-03 14:16:00","2017-01-03 15:28:00",72
"vsrv17","PPTP","2017-01-03 15:13:00","2017-01-03 15:31:00",18
"vsrv17","PPTP","2017-01-03 14:45:00","2017-01-03 15:31:00",46
"vsrv8","PPTP","2017-01-03 14:27:00","2017-01-03 15:32:00",65
"vsrv16","PPTP","2017-01-03 14:10:00","2017-01-03 15:35:00",85
"vsrv16","PPTP","2017-01-03 15:08:00","2017-01-03 15:37:00",29
"vsrv8","SSTP","2017-01-03 15:30:00","2017-01-03 15:37:00",7
"vsrv16","SSTP","2017-01-03 15:34:00","2017-01-03 15:40:00",6
"vsrv16","SSTP","2017-01-03 14:53:00","2017-01-03 15:46:00",53
"vsrv17","PPTP","2017-01-03 14:40:00","2017-01-03 15:51:00",71
"vsrv16","SSTP","2017-01-03 15:17:00","2017-01-03 15:54:00",37
"vsrv17","OPENVPN_L2","2017-01-03 15:18:00","2017-01-03 15:56:00",38
"vsrv8","PPTP","2017-01-03 15:55:00","2017-01-03 15:57:00",2
"vsrv17","PPTP","2017-01-03 15:32:00","2017-01-03 16:00:00",28
"vsrv16","SSTP","2017-01-03 15:59:00","2017-01-03 16:04:00",5
"vsrv8","PPTP","2017-01-03 14:17:00","2017-01-03 16:06:00",109
"vsrv17","PPTP","2017-01-03 13:54:00","2017-01-03 16:11:00",137
"vsrv17","SSTP","2017-01-03 16:09:00","2017-01-03 16:13:00",4
"vsrv8","SSTP","2017-01-03 16:05:00","2017-01-03 16:14:00",9
"vsrv8","PPTP","2017-01-03 14:44:00","2017-01-03 16:14:00",90
"vsrv17","PPTP","2017-01-03 16:03:00","2017-01-03 16:21:00",18
"vsrv16","SSTP","2017-01-03 16:00:00","2017-01-03 16:26:00",26
"vsrv16","SSTP","2017-01-03 14:05:00","2017-01-03 16:29:00",144
"vsrv8","SSTP","2017-01-03 15:54:00","2017-01-03 16:30:00",36
"vsrv16","SSTP","2017-01-03 16:28:00","2017-01-03 16:32:00",4
"vsrv17","PPTP","2017-01-03 15:08:00","2017-01-03 16:40:00",92
"vsrv17","SSTP","2017-01-03 16:40:00","2017-01-03 16:40:00",0
"vsrv17","PPTP","2017-01-03 15:16:00","2017-01-03 16:40:00",84
"vsrv8","PPTP","2017-01-03 16:24:00","2017-01-03 16:43:00",19
"vsrv16","PPTP","2017-01-03 14:41:00","2017-01-03 16:44:00",123
"vsrv17","PPTP","2017-01-03 16:42:00","2017-01-03 16:45:00",3
"vsrv11","PPTP","2017-01-03 16:19:00","2017-01-03 16:45:00",26
"vsrv16","PPTP","2017-01-03 16:30:00","2017-01-03 16:46:00",16
"vsrv17","PPTP","2017-01-03 16:43:00","2017-01-03 16:48:00",5
"vsrv17","PPTP","2017-01-03 10:49:00","2017-01-03 16:49:00",360
"vsrv16","PPTP","2017-01-03 15:23:00","2017-01-03 16:51:00",88
"vsrv16","PPTP","2017-01-03 16:19:00","2017-01-03 16:51:00",32
"vsrv16","SSTP","2017-01-03 16:31:00","2017-01-03 16:53:00",22
"vsrv8","SSTP","2017-01-03 16:49:00","2017-01-03 16:54:00",5
"vsrv16","PPTP","2017-01-03 16:43:00","2017-01-03 16:58:00",15
"vsrv8","PPTP","2017-01-03 14:21:00","2017-01-03 17:01:00",160
"vsrv17","PPTP","2017-01-03 16:44:00","2017-01-03 17:01:00",17
"vsrv8","PPTP","2017-01-03 15:16:00","2017-01-03 17:01:00",105
"vsrv8","SSTP","2017-01-03 16:33:00","2017-01-03 17:02:00",29
"vsrv17","SSTP","2017-01-03 16:33:00","2017-01-03 17:03:00",30
"vsrv8","PPTP","2017-01-03 09:27:00","2017-01-03 17:03:00",456
"vsrv16","SSTP","2017-01-03 16:33:00","2017-01-03 17:04:00",31
"vsrv17","PPTP","2017-01-03 16:11:00","2017-01-03 17:05:00",54
"vsrv16","PPTP","2017-01-03 17:00:00","2017-01-03 17:06:00",6
"vsrv17","PPTP","2017-01-03 16:33:00","2017-01-03 17:07:00",34
"vsrv8","PPTP","2017-01-03 16:25:00","2017-01-03 17:07:00",42
"vsrv17","PPTP","2017-01-03 16:42:00","2017-01-03 17:08:00",26
"vsrv17","PPTP","2017-01-03 16:37:00","2017-01-03 17:08:00",31
"vsrv17","SSTP","2017-01-03 16:54:00","2017-01-03 17:12:00",18
"vsrv8","SSTP","2017-01-03 17:11:00","2017-01-03 17:14:00",3
"vsrv8","PPTP","2017-01-03 13:34:00","2017-01-03 17:15:00",221
"vsrv17","PPTP","2017-01-03 16:55:00","2017-01-03 17:16:00",21
"vsrv16","PPTP","2017-01-03 17:17:00","2017-01-03 17:19:00",2
"vsrv8","PPTP","2017-01-03 14:52:00","2017-01-03 17:23:00",151
"vsrv17","SSTP","2017-01-03 17:12:00","2017-01-03 17:25:00",13
"vsrv17","PPTP","2017-01-03 15:59:00","2017-01-03 17:25:00",86
"vsrv8","PPTP","2017-01-03 17:19:00","2017-01-03 17:28:00",9
"vsrv16","SSTP","2017-01-03 17:18:00","2017-01-03 17:32:00",14
"vsrv17","SSTP","2017-01-03 16:26:00","2017-01-03 17:32:00",66
"vsrv16","SSTP","2017-01-03 17:15:00","2017-01-03 17:33:00",18
"vsrv8","PPTP","2017-01-03 16:45:00","2017-01-03 17:34:00",49
"vsrv16","SSTP","2017-01-03 17:25:00","2017-01-03 17:35:00",10
"vsrv17","PPTP","2017-01-03 15:03:00","2017-01-03 17:35:00",152
"vsrv16","SSTP","2017-01-03 17:38:00","2017-01-03 17:42:00",4
"vsrv16","OPENVPN_L2","2017-01-03 17:39:00","2017-01-03 17:42:00",3
"vsrv16","SSTP","2017-01-03 16:56:00","2017-01-03 17:45:00",49
"vsrv8","SSTP","2017-01-03 17:47:00","2017-01-03 17:47:00",0
"vsrv17","PPTP","2017-01-03 17:47:00","2017-01-03 17:47:00",0
"vsrv8","SSTP","2017-01-03 17:47:00","2017-01-03 17:47:00",0
"vsrv8","SSTP","2017-01-03 17:47:00","2017-01-03 17:47:00",0
"vsrv8","SSTP","2017-01-03 15:33:00","2017-01-03 17:49:00",136
"vsrv17","PPTP","2017-01-03 17:09:00","2017-01-03 17:49:00",40
"vsrv16","PPTP","2017-01-03 17:44:00","2017-01-03 17:51:00",7
"vsrv17","SSTP","2017-01-03 17:54:00","2017-01-03 17:54:00",0
"vsrv8","SSTP","2017-01-03 17:51:00","2017-01-03 17:56:00",5
"vsrv16","PPTP","2017-01-03 13:23:00","2017-01-03 17:57:00",274
"vsrv16","SSTP","2017-01-03 17:57:00","2017-01-03 17:57:00",0
"vsrv16","SSTP","2017-01-03 17:45:00","2017-01-03 17:58:00",13
"vsrv16","SSTP","2017-01-03 14:01:00","2017-01-03 17:58:00",237
"vsrv16","SSTP","2017-01-03 18:04:00","2017-01-03 18:04:00",0
"vsrv16","SSTP","2017-01-03 18:05:00","2017-01-03 18:05:00",0
"vsrv17","PPTP","2017-01-03 16:34:00","2017-01-03 18:05:00",91
"vsrv17","PPTP","2017-01-03 17:31:00","2017-01-03 18:06:00",35
"vsrv17","SSTP","2017-01-03 17:54:00","2017-01-03 18:07:00",13
"vsrv17","SSTP","2017-01-03 18:07:00","2017-01-03 18:07:00",0
"vsrv17","SSTP","2017-01-03 16:39:00","2017-01-03 18:08:00",89
"vsrv8","SSTP","2017-01-03 18:08:00","2017-01-03 18:08:00",0
"vsrv8","SSTP","2017-01-03 18:08:00","2017-01-03 18:08:00",0
"vsrv17","PPTP","2017-01-03 17:06:00","2017-01-03 18:09:00",63
"vsrv17","SSTP","2017-01-03 18:10:00","2017-01-03 18:10:00",0
"vsrv8","PPTP","2017-01-03 16:51:00","2017-01-03 18:11:00",80
"vsrv17","SSTP","2017-01-03 18:12:00","2017-01-03 18:12:00",0
"vsrv16","PPTP","2017-01-03 15:19:00","2017-01-03 18:12:00",173
"vsrv8","SSTP","2017-01-03 18:13:00","2017-01-03 18:13:00",0
"vsrv8","SSTP","2017-01-03 18:14:00","2017-01-03 18:14:00",0
"vsrv16","SSTP","2017-01-03 18:15:00","2017-01-03 18:15:00",0
"vsrv8","OPENVPN_L2","2017-01-03 15:21:00","2017-01-03 18:17:00",176
"vsrv8","OPENVPN_L2","2017-01-03 18:20:00","2017-01-03 18:27:00",7
"vsrv16","PPTP","2017-01-03 16:48:00","2017-01-03 18:29:00",101
"vsrv17","PPTP","2017-01-03 14:24:00","2017-01-03 18:29:00",245
"vsrv8","PPTP","2017-01-03 18:20:00","2017-01-03 18:29:00",9
"vsrv8","SSTP","2017-01-03 18:31:00","2017-01-03 18:31:00",0
"vsrv8","SSTP","2017-01-03 18:32:00","2017-01-03 18:32:00",0
"vsrv17","PPTP","2017-01-03 17:43:00","2017-01-03 18:34:00",51
"vsrv11","SOFTETHER","2017-01-03 18:34:00","2017-01-03 18:39:00",5
"vsrv17","SOFTETHER","2017-01-03 18:39:00","2017-01-03 18:43:00",4
"vsrv17","PPTP","2017-01-03 17:06:00","2017-01-03 18:45:00",99
"vsrv17","PPTP","2017-01-03 18:44:00","2017-01-03 18:46:00",2
"vsrv16","SSTP","2017-01-03 18:46:00","2017-01-03 18:54:00",8
"vsrv8","SSTP","2017-01-03 18:55:00","2017-01-03 18:55:00",0
"vsrv17","SSTP","2017-01-03 18:57:00","2017-01-03 18:57:00",0
"vsrv17","SSTP","2017-01-03 18:57:00","2017-01-03 18:57:00",0
"vsrv16","SSTP","2017-01-03 18:33:00","2017-01-03 18:57:00",24
"vsrv8","PPTP","2017-01-03 18:37:00","2017-01-03 18:57:00",20
"vsrv16","SSTP","2017-01-03 18:51:00","2017-01-03 19:02:00",11
"vsrv8","PPTP","2017-01-03 18:27:00","2017-01-03 19:05:00",38
"vsrv17","PPTP","2017-01-03 17:10:00","2017-01-03 19:11:00",121
"vsrv17","SSTP","2017-01-03 19:16:00","2017-01-03 19:16:00",0
"vsrv8","PPTP","2017-01-03 19:14:00","2017-01-03 19:17:00",3
"vsrv17","SSTP","2017-01-03 18:23:00","2017-01-03 19:18:00",55
"vsrv8","SSTP","2017-01-03 19:17:00","2017-01-03 19:22:00",5
"vsrv8","PPTP","2017-01-03 18:47:00","2017-01-03 19:23:00",36
"vsrv8","SSTP","2017-01-03 19:25:00","2017-01-03 19:25:00",0
"vsrv17","SSTP","2017-01-03 09:56:00","2017-01-03 19:28:00",572
"vsrv16","OPENVPN_L2","2017-01-03 19:23:00","2017-01-03 19:29:00",6
"vsrv16","PPTP","2017-01-03 19:26:00","2017-01-03 19:29:00",3
"vsrv8","PPTP","2017-01-03 17:22:00","2017-01-03 19:33:00",131
"vsrv16","PPTP","2017-01-03 15:37:00","2017-01-03 19:34:00",237
"vsrv16","PPTP","2017-01-03 18:10:00","2017-01-03 19:36:00",86
"vsrv16","PPTP","2017-01-03 19:37:00","2017-01-03 19:39:00",2
"vsrv16","PPTP","2017-01-03 18:33:00","2017-01-03 19:41:00",68
"vsrv17","PPTP","2017-01-03 19:24:00","2017-01-03 19:50:00",26
"vsrv16","PPTP","2017-01-03 19:50:00","2017-01-03 19:51:00",1
"vsrv17","SSTP","2017-01-03 18:24:00","2017-01-03 19:52:00",88
"vsrv16","OPENVPN_L2","2017-01-03 19:33:00","2017-01-03 19:53:00",20
"vsrv8","SSTP","2017-01-03 18:41:00","2017-01-03 19:54:00",73
"vsrv8","SSTP","2017-01-03 18:54:00","2017-01-03 19:54:00",60
"vsrv17","SSTP","2017-01-03 17:49:00","2017-01-03 19:54:00",125
"vsrv16","SSTP","2017-01-03 19:55:00","2017-01-03 19:55:00",0
"vsrv8","PPTP","2017-01-03 18:50:00","2017-01-03 19:58:00",68
"vsrv16","SSTP","2017-01-03 19:39:00","2017-01-03 20:01:00",22
"vsrv16","PPTP","2017-01-03 19:50:00","2017-01-03 20:02:00",12
"vsrv17","PPTP","2017-01-03 19:52:00","2017-01-03 20:02:00",10
"vsrv17","PPTP","2017-01-03 17:00:00","2017-01-03 20:06:00",186
"vsrv17","PPTP","2017-01-03 19:09:00","2017-01-03 20:07:00",58
"vsrv17","PPTP","2017-01-03 19:33:00","2017-01-03 20:07:00",34
"vsrv16","PPTP","2017-01-03 20:04:00","2017-01-03 20:09:00",5
"vsrv17","SSTP","2017-01-03 18:57:00","2017-01-03 20:09:00",72
"vsrv17","SSTP","2017-01-03 20:01:00","2017-01-03 20:14:00",13
"vsrv16","PPTP","2017-01-03 19:37:00","2017-01-03 20:16:00",39
"vsrv8","PPTP","2017-01-03 18:48:00","2017-01-03 20:22:00",94
"vsrv16","PPTP","2017-01-03 18:44:00","2017-01-03 20:24:00",100
"vsrv17","OPENVPN_L2","2017-01-03 20:27:00","2017-01-03 20:27:00",0
"vsrv16","PPTP","2017-01-03 20:11:00","2017-01-03 20:32:00",21
"vsrv16","PPTP","2017-01-03 19:04:00","2017-01-03 20:33:00",89
"vsrv8","PPTP","2017-01-03 19:03:00","2017-01-03 20:33:00",90
"vsrv8","OPENVPN_L2","2017-01-03 20:41:00","2017-01-03 20:42:00",1
"vsrv17","SSTP","2017-01-03 18:09:00","2017-01-03 20:45:00",156
"vsrv17","SSTP","2017-01-03 20:32:00","2017-01-03 20:50:00",18
"vsrv8","PPTP","2017-01-03 19:53:00","2017-01-03 20:50:00",57
"vsrv8","OPENVPN_L2","2017-01-03 20:53:00","2017-01-03 21:16:00",23
"vsrv16","SSTP","2017-01-03 21:03:00","2017-01-03 21:20:00",17
"vsrv17","PPTP","2017-01-03 21:04:00","2017-01-03 21:23:00",19
"vsrv16","PPTP","2017-01-03 21:09:00","2017-01-03 21:24:00",15
"vsrv17","SSTP","2017-01-03 20:51:00","2017-01-03 21:28:00",37
"vsrv8","SSTP","2017-01-03 21:27:00","2017-01-03 21:29:00",2
"vsrv16","SSTP","2017-01-03 18:28:00","2017-01-03 21:34:00",186
"vsrv8","OPENVPN_L2","2017-01-03 21:32:00","2017-01-03 21:34:00",2
"vsrv17","PPTP","2017-01-03 16:07:00","2017-01-03 21:41:00",334
"vsrv8","SSTP","2017-01-03 19:09:00","2017-01-03 21:44:00",155
"vsrv17","SSTP","2017-01-03 21:33:00","2017-01-03 21:46:00",13
"vsrv17","PPTP","2017-01-03 20:44:00","2017-01-03 21:47:00",63
"vsrv8","PPTP","2017-01-03 21:14:00","2017-01-03 21:47:00",33
"vsrv8","SSTP","2017-01-03 20:04:00","2017-01-03 21:48:00",104
"vsrv17","PPTP","2017-01-03 21:10:00","2017-01-03 21:48:00",38
"vsrv17","SSTP","2017-01-03 21:22:00","2017-01-03 21:49:00",27
"vsrv17","SSTP","2017-01-03 21:49:00","2017-01-03 21:50:00",1
"vsrv17","SSTP","2017-01-03 21:50:00","2017-01-03 21:50:00",0
"vsrv8","PPTP","2017-01-03 21:53:00","2017-01-03 21:58:00",5
"vsrv16","PPTP","2017-01-03 22:02:00","2017-01-03 22:02:00",0
"vsrv17","SSTP","2017-01-03 21:27:00","2017-01-03 22:04:00",37
"vsrv8","PPTP","2017-01-03 20:42:00","2017-01-03 22:04:00",82
"vsrv16","SSTP","2017-01-03 22:05:00","2017-01-03 22:05:00",0
"vsrv16","PPTP","2017-01-03 22:02:00","2017-01-03 22:06:00",4
"vsrv17","PPTP","2017-01-03 20:41:00","2017-01-03 22:12:00",91
"vsrv17","SSTP","2017-01-03 19:26:00","2017-01-03 22:18:00",172
"vsrv17","SSTP","2017-01-03 21:21:00","2017-01-03 22:20:00",59
"vsrv17","PPTP","2017-01-03 21:29:00","2017-01-03 22:20:00",51
"vsrv8","OPENVPN_L2","2017-01-03 22:16:00","2017-01-03 22:27:00",11
"vsrv16","PPTP","2017-01-03 22:30:00","2017-01-03 22:31:00",1
"vsrv16","PPTP","2017-01-03 22:29:00","2017-01-03 22:31:00",2
"vsrv8","SSTP","2017-01-03 22:31:00","2017-01-03 22:31:00",0
"vsrv16","PPTP","2017-01-03 21:33:00","2017-01-03 22:31:00",58
"vsrv8","SSTP","2017-01-03 22:32:00","2017-01-03 22:32:00",0
"vsrv16","PPTP","2017-01-03 22:31:00","2017-01-03 22:33:00",2
"vsrv8","SSTP","2017-01-03 17:43:00","2017-01-03 22:34:00",291
"vsrv16","PPTP","2017-01-03 22:35:00","2017-01-03 22:35:00",0
"vsrv16","PPTP","2017-01-03 22:05:00","2017-01-03 22:37:00",32
"vsrv8","PPTP","2017-01-03 22:35:00","2017-01-03 22:38:00",3
"vsrv16","SSTP","2017-01-03 22:21:00","2017-01-03 22:39:00",18
"vsrv8","SSTP","2017-01-03 21:39:00","2017-01-03 22:39:00",60
"vsrv17","SSTP","2017-01-03 20:02:00","2017-01-03 22:41:00",159
"vsrv8","PPTP","2017-01-03 21:12:00","2017-01-03 22:46:00",94
"vsrv17","PPTP","2017-01-03 21:14:00","2017-01-03 22:50:00",96
"vsrv11","PPTP","2017-01-03 20:56:00","2017-01-03 22:57:00",121
"vsrv17","PPTP","2017-01-03 22:21:00","2017-01-03 22:59:00",38
"vsrv16","SSTP","2017-01-03 22:59:00","2017-01-03 22:59:00",0
"vsrv8","SSTP","2017-01-03 23:03:00","2017-01-03 23:03:00",0
"vsrv8","SSTP","2017-01-03 22:16:00","2017-01-03 23:13:00",57
"vsrv11","SOFTETHER","2017-01-03 21:22:00","2017-01-03 23:14:00",112
"vsrv16","PPTP","2017-01-03 22:33:00","2017-01-03 23:16:00",43
"vsrv17","SSTP","2017-01-03 21:50:00","2017-01-03 23:16:00",86
"vsrv17","SSTP","2017-01-03 20:50:00","2017-01-03 23:19:00",149
"vsrv16","PPTP","2017-01-03 21:13:00","2017-01-03 23:22:00",129
"vsrv8","SSTP","2017-01-03 22:32:00","2017-01-03 23:25:00",53
"vsrv16","PPTP","2017-01-03 20:45:00","2017-01-03 23:26:00",161
"vsrv8","PPTP","2017-01-03 15:49:00","2017-01-03 23:27:00",458
"vsrv17","SSTP","2017-01-03 22:54:00","2017-01-03 23:29:00",35
